geometry_model,metric,model,n_points,n_states,n_strings,plot_prefix,scratchpad_mode,seed,task,value
trained,pca_explained_variance_pc2,cot_pad,13770,2,800,parity_cot_pad_trained_seed3,pad,3,parity,0.137486070394516
trained,pca_explained_variance_sum2,cot_pad,13770,2,800,parity_cot_pad_trained_seed3,pad,3,parity,0.7602547407150269
trained,kmeans_ari_true_state,cot_pad,13770,2,800,parity_cot_pad_trained_seed3,pad,3,parity,0.10346030605882525
trained,kmeans_nmi_true_state,cot_pad,13770,2,800,parity_cot_pad_trained_seed3,pad,3,parity,0.22297126640314874
trained,kmeans_purity_true_state,cot_pad,13770,2,800,parity_cot_pad_trained_seed3,pad,3,parity,0.6608569353667393
trained,kmeans_silhouette,cot_pad,13770,2,800,parity_cot_pad_trained_seed3,pad,3,parity,0.6787083745002747
trained,within_state_distance,cot_pad,13770,2,800,parity_cot_pad_trained_seed3,pad,3,parity,10.715736389160156
trained,between_state_distance,cot_pad,13770,2,800,parity_cot_pad_trained_seed3,pad,3,parity,12.869085311889648
trained,between_within_ratio,cot_pad,13770,2,800,parity_cot_pad_trained_seed3,pad,3,parity,1.2009520246231309
trained,umap_available_and_plotted,cot_pad,13770,2,800,parity_cot_pad_trained_seed3,pad,3,parity,1.0
random_init,pca_explained_variance_pc1,cot_pad,13770,2,800,parity_cot_pad_random_init_seed3,pad,3,parity,0.5899513959884644
random_init,pca_explained_variance_pc2,cot_pad,13770,2,800,parity_cot_pad_random_init_seed3,pad,3,parity,0.12324551492929459
random_init,pca_explained_variance_sum2,cot_pad,13770,2,800,parity_cot_pad_random_init_seed3,pad,3,parity,0.7131969332695007
random_init,kmeans_ari_true_state,cot_pad,13770,2,800,parity_cot_pad_random_init_seed3,pad,3,parity,0.0029737969885946076
random_init,kmeans_nmi_true_state,cot_pad,13770,2,800,parity_cot_pad_random_init_seed3,pad,3,parity,0.002197558996255305
random_init,kmeans_purity_true_state,cot_pad,13770,2,800,parity_cot_pad_random_init_seed3,pad,3,parity,0.5275962236746551
random_init,kmeans_silhouette,cot_pad,13770,2,800,parity_cot_pad_random_init_seed3,pad,3,parity,0.5109343528747559
random_init,within_state_distance,cot_pad,13770,2,800,parity_cot_pad_random_init_seed3,pad,3,parity,14.944886207580566
random_init,between_state_distance,cot_pad,13770,2,800,parity_cot_pad_random_init_seed3,pad,3,parity,15.008689880371094
random_init,between_within_ratio,cot_pad,13770,2,800,parity_cot_pad_random_init_seed3,pad,3,parity,1.0042692645433569
random_init,umap_available_and_plotted,cot_pad,13770,2,800,parity_cot_pad_random_init_seed3,pad,3,parity,1.0
trained,pca_explained_variance_pc1,direct,13531,2,800,parity_direct_trained_seed4,none,4,parity,0.4605485200881958
trained,pca_explained_variance_pc2,direct,13531,2,800,parity_direct_trained_seed4,none,4,parity,0.22564369440078735
trained,pca_explained_variance_sum2,direct,13531,2,800,parity_direct_trained_seed4,none,4,parity,0.6861922144889832
trained,kmeans_ari_true_state,direct,13531,2,800,parity_direct_trained_seed4,none,4,parity,0.0011263616681473447
trained,kmeans_nmi_true_state,direct,13531,2,800,parity_direct_trained_seed4,none,4,parity,0.000935634703683755
trained,kmeans_purity_true_state,direct,13531,2,800,parity_direct_trained_seed4,none,4,parity,0.5173305742369374
trained,kmeans_silhouette,direct,13531,2,800,parity_direct_trained_seed4,none,4,parity,0.4329279065132141
trained,within_state_distance,direct,13531,2,800,parity_direct_trained_seed4,none,4,parity,14.24052619934082
trained,between_state_distance,direct,13531,2,800,parity_direct_trained_seed4,none,4,parity,14.268627166748047
trained,between_within_ratio,direct,13531,2,800,parity_direct_trained_seed4,none,4,parity,1.0019733096245087
trained,umap_available_and_plotted,direct,13531,2,800,parity_direct_trained_seed4,none,4,parity,1.0
random_init,pca_explained_variance_pc1,direct,13531,2,800,parity_direct_random_init_seed4,none,4,parity,0.6835211515426636
random_init,pca_explained_variance_pc2,direct,13531,2,800,parity_direct_random_init_seed4,none,4,parity,0.11997128278017044
random_init,pca_explained_variance_sum2,direct,13531,2,800,parity_direct_random_init_seed4,none,4,parity,0.8034924268722534
random_init,kmeans_ari_true_state,direct,13531,2,800,parity_direct_random_init_seed4,none,4,parity,0.001657475469964612
random_init,kmeans_nmi_true_state,direct,13531,2,800,parity_direct_random_init_seed4,none,4,parity,0.001254089274623128
random_init,kmeans_purity_true_state,direct,13531,2,800,parity_direct_random_init_seed4,none,4,parity,0.5208040795210997
random_init,kmeans_silhouette,direct,13531,2,800,parity_direct_random_init_seed4,none,4,parity,0.5855647921562195
random_init,within_state_distance,direct,13531,2,800,parity_direct_random_init_seed4,none,4,parity,14.644577026367188
random_init,between_state_distance,direct,13531,2,800,parity_direct_random_init_seed4,none,4,parity,14.684618949890137
random_init,between_within_ratio,direct,13531,2,800,parity_direct_random_init_seed4,none,4,parity,1.0027342492344336
random_init,umap_available_and_plotted,direct,13531,2,800,parity_direct_random_init_seed4,none,4,parity,1.0
trained,pca_explained_variance_pc1,cot_true,13531,2,800,parity_cot_true_trained_seed4,true,4,parity,0.818949818611145
trained,pca_explained_variance_pc2,cot_true,13531,2,800,parity_cot_true_trained_seed4,true,4,parity,0.06252377480268478
trained,pca_explained_variance_sum2,cot_true,13531,2,800,parity_cot_true_trained_seed4,true,4,parity,0.8814736008644104
trained,kmeans_ari_true_state,cot_true,13531,2,800,parity_cot_true_trained_seed4,true,4,parity,0.9994088087035352
trained,kmeans_nmi_true_state,cot_true,13531,2,800,parity_cot_true_trained_seed4,true,4,parity,0.998053367446092
trained,kmeans_purity_true_state,cot_true,13531,2,800,parity_cot_true_trained_seed4,true,4,parity,0.9998521912645038
trained,kmeans_silhouette,cot_true,13531,2,800,parity_cot_true_trained_seed4,true,4,parity,0.7176632881164551
trained,within_state_distance,cot_true,13531,2,800,parity_cot_true_trained_seed4,true,4,parity,6.012434482574463
trained,between_state_distance,cot_true,13531,2,800,parity_cot_true_trained_seed4,true,4,parity,21.553125381469727
trained,between_within_ratio,cot_true,13531,2,800,parity_cot_true_trained_seed4,true,4,parity,3.5847584608091894
trained,umap_available_and_plotted,cot_true,13531,2,800,parity_cot_true_trained_seed4,true,4,parity,1.0
random_init,pca_explained_variance_pc1,cot_true,13531,2,800,parity_cot_true_random_init_seed4,true,4,parity,0.6283435225486755
random_init,pca_explained_variance_pc2,cot_true,13531,2,800,parity_cot_true_random_init_seed4,true,4,parity,0.1263597458600998
random_init,pca_explained_variance_sum2,cot_true,13531,2,800,parity_cot_true_random_init_seed4,true,4,parity,0.7547032833099365
random_init,kmeans_ari_true_state,cot_true,13531,2,800,parity_cot_true_random_init_seed4,true,4,parity,0.001657475469964612
random_init,kmeans_nmi_true_state,cot_true,13531,2,800,parity_cot_true_random_init_seed4,true,4,parity,0.001254089274623128
random_init,kmeans_purity_true_state,cot_true,13531,2,800,parity_cot_true_random_init_seed4,true,4,parity,0.5208040795210997
random_init,kmeans_silhouette,cot_true,13531,2,800,parity_cot_true_random_init_seed4,true,4,parity,0.5421667098999023
random_init,within_state_distance,cot_true,13531,2,800,parity_cot_true_random_init_seed4,true,4,parity,14.847219467163086
random_init,between_state_distance,cot_true,13531,2,800,parity_cot_true_random_init_seed4,true,4,parity,14.928555488586426
random_init,between_within_ratio,cot_true,13531,2,800,parity_cot_true_random_init_seed4,true,4,parity,1.0054781989047328
random_init,umap_available_and_plotted,cot_true,13531,2,800,parity_cot_true_random_init_seed4,true,4,parity,1.0
trained,pca_explained_variance_pc1,cot_pad,13531,2,800,parity_cot_pad_trained_seed4,pad,4,parity,0.7418002486228943
trained,pca_explained_variance_pc2,cot_pad,13531,2,800,parity_cot_pad_trained_seed4,pad,4,parity,0.1840827614068985
trained,pca_explained_variance_sum2,cot_pad,13531,2,800,parity_cot_pad_trained_seed4,pad,4,parity,0.9258829951286316
trained,kmeans_ari_true_state,cot_pad,13531,2,800,parity_cot_pad_trained_seed4,pad,4,parity,0.009485528357017308
trained,kmeans_nmi_true_state,cot_pad,13531,2,800,parity_cot_pad_trained_seed4,pad,4,parity,0.09084343480105406
trained,kmeans_purity_true_state,cot_pad,13531,2,800,parity_cot_pad_trained_seed4,pad,4,parity,0.5494789742073757
trained,kmeans_silhouette,cot_pad,13531,2,800,parity_cot_pad_trained_seed4,pad,4,parity,0.8426182866096497
trained,within_state_distance,cot_pad,13531,2,800,parity_cot_pad_trained_seed4,pad,4,parity,9.046516418457031
trained,between_state_distance,cot_pad,13531,2,800,parity_cot_pad_trained_seed4,pad,4,parity,9.648545265197754
trained,between_within_ratio,cot_pad,13531,2,800,parity_cot_pad_trained_seed4,pad,4,parity,1.0665481406204538
trained,umap_available_and_plotted,cot_pad,13531,2,800,parity_cot_pad_trained_seed4,pad,4,parity,1.0
random_init,pca_explained_variance_pc1,cot_pad,13531,2,800,parity_cot_pad_random_init_seed4,pad,4,parity,0.6332686543464661
random_init,pca_explained_variance_pc2,cot_pad,13531,2,800,parity_cot_pad_random_init_seed4,pad,4,parity,0.1292460858821869
random_init,pca_explained_variance_sum2,cot_pad,13531,2,800,parity_cot_pad_random_init_seed4,pad,4,parity,0.7625147104263306
random_init,kmeans_ari_true_state,cot_pad,13531,2,800,parity_cot_pad_random_init_seed4,pad,4,parity,0.001657475469964612
random_init,kmeans_nmi_true_state,cot_pad,13531,2,800,parity_cot_pad_random_init_seed4,pad,4,parity,0.001254089274623128
random_init,kmeans_purity_true_state,cot_pad,13531,2,800,parity_cot_pad_random_init_seed4,pad,4,parity,0.5208040795210997
random_init,kmeans_silhouette,cot_pad,13531,2,800,parity_cot_pad_random_init_seed4,pad,4,parity,0.5497997999191284
random_init,within_state_distance,cot_pad,13531,2,800,parity_cot_pad_random_init_seed4,pad,4,parity,14.799354553222656
random_init,between_state_distance,cot_pad,13531,2,800,parity_cot_pad_random_init_seed4,pad,4,parity,14.864933013916016
random_init,between_within_ratio,cot_pad,13531,2,800,parity_cot_pad_random_init_seed4,pad,4,parity,1.0044311703228355
random_init,umap_available_and_plotted,cot_pad,13531,2,800,parity_cot_pad_random_init_seed4,pad,4,parity,1.0
trained,pca_explained_variance_pc1,direct,13571,3,800,contains_11_direct_trained_seed0,none,0,contains_11,0.391323983669281
trained,pca_explained_variance_pc2,direct,13571,3,800,contains_11_direct_trained_seed0,none,0,contains_11,0.30428481101989746
trained,pca_explained_variance_sum2,direct,13571,3,800,contains_11_direct_trained_seed0,none,0,contains_11,0.6956087946891785
trained,kmeans_ari_true_state,direct,13571,3,800,contains_11_direct_trained_seed0,none,0,contains_11,0.4105094148412453
trained,kmeans_nmi_true_state,direct,13571,3,800,contains_11_direct_trained_seed0,none,0,contains_11,0.41784843336886496
trained,kmeans_purity_true_state,direct,13571,3,800,contains_11_direct_trained_seed0,none,0,contains_11,0.74673937071697
trained,kmeans_silhouette,direct,13571,3,800,contains_11_direct_trained_seed0,none,0,contains_11,0.373481810092926
trained,within_state_distance,direct,13571,3,800,contains_11_direct_trained_seed0,none,0,contains_11,12.02765941619873
trained,between_state_distance,direct,13571,3,800,contains_11_direct_trained_seed0,none,0,contains_11,16.490741729736328
trained,between_within_ratio,direct,13571,3,800,contains_11_direct_trained_seed0,none,0,contains_11,1.3710682319060983
trained,umap_available_and_plotted,direct,13571,3,800,contains_11_direct_trained_seed0,none,0,contains_11,1.0
random_init,pca_explained_variance_pc1,direct,13571,3,800,contains_11_direct_random_init_seed0,none,0,contains_11,0.664726734161377
random_init,pca_explained_variance_pc2,direct,13571,3,800,contains_11_direct_random_init_seed0,none,0,contains_11,0.10276336967945099
random_init,pca_explained_variance_sum2,direct,13571,3,800,contains_11_direct_random_init_seed0,none,0,contains_11,0.7674900889396667
random_init,kmeans_ari_true_state,direct,13571,3,800,contains_11_direct_random_init_seed0,none,0,contains_11,0.2742016631822319
random_init,kmeans_nmi_true_state,direct,13571,3,800,contains_11_direct_random_init_seed0,none,0,contains_11,0.39616675063952217
random_init,kmeans_purity_true_state,direct,13571,3,800,contains_11_direct_random_init_seed0,none,0,contains_11,0.6035664284135288
random_init,kmeans_silhouette,direct,13571,3,800,contains_11_direct_random_init_seed0,none,0,contains_11,0.41415396332740784
random_init,within_state_distance,direct,13571,3,800,contains_11_direct_random_init_seed0,none,0,contains_11,11.52596378326416
random_init,between_state_distance,direct,13571,3,800,contains_11_direct_random_init_seed0,none,0,contains_11,16.519515991210938
random_init,between_within_ratio,direct,13571,3,800,contains_11_direct_random_init_seed0,none,0,contains_11,1.4332437878381568
random_init,umap_available_and_plotted,direct,13571,3,800,contains_11_direct_random_init_seed0,none,0,contains_11,1.0
trained,pca_explained_variance_pc1,cot_true,13571,3,800,contains_11_cot_true_trained_seed0,true,0,contains_11,0.513289749622345
trained,pca_explained_variance_pc2,cot_true,13571,3,800,contains_11_cot_true_trained_seed0,true,0,contains_11,0.4302012026309967
trained,pca_explained_variance_sum2,cot_true,13571,3,800,contains_11_cot_true_trained_seed0,true,0,contains_11,0.9434909820556641
trained,kmeans_ari_true_state,cot_true,13571,3,800,contains_11_cot_true_trained_seed0,true,0,contains_11,1.0
trained,kmeans_nmi_true_state,cot_true,13571,3,800,contains_11_cot_true_trained_seed0,true,0,contains_11,0.9999999999999998
trained,kmeans_purity_true_state,cot_true,13571,3,800,contains_11_cot_true_trained_seed0,true,0,contains_11,1.0
trained,kmeans_silhouette,cot_true,13571,3,800,contains_11_cot_true_trained_seed0,true,0,contains_11,0.8240247964859009
trained,within_state_distance,cot_true,13571,3,800,contains_11_cot_true_trained_seed0,true,0,contains_11,3.1247308254241943
trained,between_state_distance,cot_true,13571,3,800,contains_11_cot_true_trained_seed0,true,0,contains_11,19.719484329223633
trained,between_within_ratio,cot_true,13571,3,800,contains_11_cot_true_trained_seed0,true,0,contains_11,6.3107785697178045
trained,umap_available_and_plotted,cot_true,13571,3,800,contains_11_cot_true_trained_seed0,true,0,contains_11,1.0
random_init,pca_explained_variance_pc1,cot_true,13571,3,800,contains_11_cot_true_random_init_seed0,true,0,contains_11,0.5748844742774963
random_init,pca_explained_variance_pc2,cot_true,13571,3,800,contains_11_cot_true_random_init_seed0,true,0,contains_11,0.11317303776741028
random_init,pca_explained_variance_sum2,cot_true,13571,3,800,contains_11_cot_true_random_init_seed0,true,0,contains_11,0.688057541847229
random_init,kmeans_ari_true_state,cot_true,13571,3,800,contains_11_cot_true_random_init_seed0,true,0,contains_11,0.2737684583581905
random_init,kmeans_nmi_true_state,cot_true,13571,3,800,contains_11_cot_true_random_init_seed0,true,0,contains_11,0.3955418498031969
random_init,kmeans_purity_true_state,cot_true,13571,3,800,contains_11_cot_true_random_init_seed0,true,0,contains_11,0.6035664284135288
random_init,kmeans_silhouette,cot_true,13571,3,800,contains_11_cot_true_random_init_seed0,true,0,contains_11,0.36922064423561096
random_init,within_state_distance,cot_true,13571,3,800,contains_11_cot_true_random_init_seed0,true,0,contains_11,12.060861587524414
random_init,between_state_distance,cot_true,13571,3,800,contains_11_cot_true_random_init_seed0,true,0,contains_11,16.66252899169922
random_init,between_within_ratio,cot_true,13571,3,800,contains_11_cot_true_random_init_seed0,true,0,contains_11,1.381537203688226
random_init,umap_available_and_plotted,cot_true,13571,3,800,contains_11_cot_true_random_init_seed0,true,0,contains_11,1.0
trained,pca_explained_variance_pc1,cot_pad,13571,3,800,contains_11_cot_pad_trained_seed0,pad,0,contains_11,0.4594607353210449
trained,pca_explained_variance_pc2,cot_pad,13571,3,800,contains_11_cot_pad_trained_seed0,pad,0,contains_11,0.3405972421169281
trained,pca_explained_variance_sum2,cot_pad,13571,3,800,contains_11_cot_pad_trained_seed0,pad,0,contains_11,0.8000580072402954
trained,kmeans_ari_true_state,cot_pad,13571,3,800,contains_11_cot_pad_trained_seed0,pad,0,contains_11,0.661522274306788
trained,kmeans_nmi_true_state,cot_pad,13571,3,800,contains_11_cot_pad_trained_seed0,pad,0,contains_11,0.685621465594794
trained,kmeans_purity_true_state,cot_pad,13571,3,800,contains_11_cot_pad_trained_seed0,pad,0,contains_11,0.8734065286272198
trained,kmeans_silhouette,cot_pad,13571,3,800,contains_11_cot_pad_trained_seed0,pad,0,contains_11,0.5370244383811951
trained,within_state_distance,cot_pad,13571,3,800,contains_11_cot_pad_trained_seed0,pad,0,contains_11,9.228959083557129
trained,between_state_distance,cot_pad,13571,3,800,contains_11_cot_pad_trained_seed0,pad,0,contains_11,17.96265983581543
trained,between_within_ratio,cot_pad,13571,3,800,contains_11_cot_pad_trained_seed0,pad,0,contains_11,1.946336490733694
trained,umap_available_and_plotted,cot_pad,13571,3,800,contains_11_cot_pad_trained_seed0,pad,0,contains_11,1.0
random_init,pca_explained_variance_pc1,cot_pad,13571,3,800,contains_11_cot_pad_random_init_seed0,pad,0,contains_11,0.5924846529960632
random_init,pca_explained_variance_pc2,cot_pad,13571,3,800,contains_11_cot_pad_random_init_seed0,pad,0,contains_11,0.12843966484069824
random_init,pca_explained_variance_sum2,cot_pad,13571,3,800,contains_11_cot_pad_random_init_seed0,pad,0,contains_11,0.7209243178367615
random_init,kmeans_ari_true_state,cot_pad,13571,3,800,contains_11_cot_pad_random_init_seed0,pad,0,contains_11,0.27243596994111485
random_init,kmeans_nmi_true_state,cot_pad,13571,3,800,contains_11_cot_pad_random_init_seed0,pad,0,contains_11,0.39936021057380094
random_init,kmeans_purity_true_state,cot_pad,13571,3,800,contains_11_cot_pad_random_init_seed0,pad,0,contains_11,0.6035664284135288
random_init,kmeans_silhouette,cot_pad,13571,3,800,contains_11_cot_pad_random_init_seed0,pad,0,contains_11,0.39726269245147705
random_init,within_state_distance,cot_pad,13571,3,800,contains_11_cot_pad_random_init_seed0,pad,0,contains_11,12.115656852722168
random_init,between_state_distance,cot_pad,13571,3,800,contains_11_cot_pad_random_init_seed0,pad,0,contains_11,16.452930450439453
random_init,between_within_ratio,cot_pad,13571,3,800,contains_11_cot_pad_random_init_seed0,pad,0,contains_11,1.3579891416900585
random_init,umap_available_and_plotted,cot_pad,13571,3,800,contains_11_cot_pad_random_init_seed0,pad,0,contains_11,1.0
trained,pca_explained_variance_pc1,direct,13633,3,800,contains_11_direct_trained_seed1,none,1,contains_11,0.33459770679473877
trained,pca_explained_variance_pc2,direct,13633,3,800,contains_11_direct_trained_seed1,none,1,contains_11,0.31750980019569397
trained,pca_explained_variance_sum2,direct,13633,3,800,contains_11_direct_trained_seed1,none,1,contains_11,0.6521074771881104
trained,kmeans_ari_true_state,direct,13633,3,800,contains_11_direct_trained_seed1,none,1,contains_11,0.4542327011913269
trained,kmeans_nmi_true_state,direct,13633,3,800,contains_11_direct_trained_seed1,none,1,contains_11,0.4630902167796848
trained,kmeans_purity_true_state,direct,13633,3,800,contains_11_direct_trained_seed1,none,1,contains_11,0.772903982982469
trained,kmeans_silhouette,direct,13633,3,800,contains_11_direct_trained_seed1,none,1,contains_11,0.31791675090789795
trained,within_state_distance,direct,13633,3,800,contains_11_direct_trained_seed1,none,1,contains_11,12.57341480255127
trained,between_state_distance,direct,13633,3,800,contains_11_direct_trained_seed1,none,1,contains_11,16.808391571044922
trained,between_within_ratio,direct,13633,3,800,contains_11_direct_trained_seed1,none,1,contains_11,1.3368199359520323
trained,umap_available_and_plotted,direct,13633,3,800,contains_11_direct_trained_seed1,none,1,contains_11,1.0
random_init,pca_explained_variance_pc1,direct,13633,3,800,contains_11_direct_random_init_seed1,none,1,contains_11,0.6651628017425537
random_init,pca_explained_variance_pc2,direct,13633,3,800,contains_11_direct_random_init_seed1,none,1,contains_11,0.11967768520116806
random_init,pca_explained_variance_sum2,direct,13633,3,800,contains_11_direct_random_init_seed1,none,1,contains_11,0.78484046459198
random_init,kmeans_ari_true_state,direct,13633,3,800,contains_11_direct_random_init_seed1,none,1,contains_11,0.2676069656483625
random_init,kmeans_nmi_true_state,direct,13633,3,800,contains_11_direct_random_init_seed1,none,1,contains_11,0.39570834567857127
random_init,kmeans_purity_true_state,direct,13633,3,800,contains_11_direct_random_init_seed1,none,1,contains_11,0.5950267732707402
random_init,kmeans_silhouette,direct,13633,3,800,contains_11_direct_random_init_seed1,none,1,contains_11,0.42018842697143555
random_init,within_state_distance,direct,13633,3,800,contains_11_direct_random_init_seed1,none,1,contains_11,11.658788681030273
random_init,between_state_distance,direct,13633,3,800,contains_11_direct_random_init_seed1,none,1,contains_11,16.496868133544922
random_init,between_within_ratio,direct,13633,3,800,contains_11_direct_random_init_seed1,none,1,contains_11,1.4149727372953047
random_init,umap_available_and_plotted,direct,13633,3,800,contains_11_direct_random_init_seed1,none,1,contains_11,1.0
trained,pca_explained_variance_pc1,cot_true,13633,3,800,contains_11_cot_true_trained_seed1,true,1,contains_11,0.502251923084259
trained,pca_explained_variance_pc2,cot_true,13633,3,800,contains_11_cot_true_trained_seed1,true,1,contains_11,0.45113590359687805
trained,pca_explained_variance_sum2,cot_true,13633,3,800,contains_11_cot_true_trained_seed1,true,1,contains_11,0.9533878564834595
trained,kmeans_ari_true_state,cot_true,13633,3,800,contains_11_cot_true_trained_seed1,true,1,contains_11,1.0
trained,kmeans_nmi_true_state,cot_true,13633,3,800,contains_11_cot_true_trained_seed1,true,1,contains_11,1.0
trained,kmeans_purity_true_state,cot_true,13633,3,800,contains_11_cot_true_trained_seed1,true,1,contains_11,1.0
trained,kmeans_silhouette,cot_true,13633,3,800,contains_11_cot_true_trained_seed1,true,1,contains_11,0.8191609382629395
trained,within_state_distance,cot_true,13633,3,800,contains_11_cot_true_trained_seed1,true,1,contains_11,3.094223737716675
trained,between_state_distance,cot_true,13633,3,800,contains_11_cot_true_trained_seed1,true,1,contains_11,19.695568084716797
trained,between_within_ratio,cot_true,13633,3,800,contains_11_cot_true_trained_seed1,true,1,contains_11,6.365269532593909
trained,umap_available_and_plotted,cot_true,13633,3,800,contains_11_cot_true_trained_seed1,true,1,contains_11,1.0
random_init,pca_explained_variance_pc1,cot_true,13633,3,800,contains_11_cot_true_random_init_seed1,true,1,contains_11,0.5690443515777588
random_init,pca_explained_variance_pc2,cot_true,13633,3,800,contains_11_cot_true_random_init_seed1,true,1,contains_11,0.1281401813030243
random_init,pca_explained_variance_sum2,cot_true,13633,3,800,contains_11_cot_true_random_init_seed1,true,1,contains_11,0.6971845626831055
random_init,kmeans_ari_true_state,cot_true,13633,3,800,contains_11_cot_true_random_init_seed1,true,1,contains_11,0.2836183459291894
random_init,kmeans_nmi_true_state,cot_true,13633,3,800,contains_11_cot_true_random_init_seed1,true,1,contains_11,0.3868961424718666
random_init,kmeans_purity_true_state,cot_true,13633,3,800,contains_11_cot_true_random_init_seed1,true,1,contains_11,0.5971539646446123
random_init,kmeans_silhouette,cot_true,13633,3,800,contains_11_cot_true_random_init_seed1,true,1,contains_11,0.35546720027923584
random_init,within_state_distance,cot_true,13633,3,800,contains_11_cot_true_random_init_seed1,true,1,contains_11,12.34889030456543
random_init,between_state_distance,cot_true,13633,3,800,contains_11_cot_true_random_init_seed1,true,1,contains_11,16.660093307495117
random_init,between_within_ratio,cot_true,13633,3,800,contains_11_cot_true_random_init_seed1,true,1,contains_11,1.3491166328796216
random_init,umap_available_and_plotted,cot_true,13633,3,800,contains_11_cot_true_random_init_seed1,true,1,contains_11,1.0
trained,pca_explained_variance_pc1,cot_pad,13633,3,800,contains_11_cot_pad_trained_seed1,pad,1,contains_11,0.44528916478157043
trained,pca_explained_variance_pc2,cot_pad,13633,3,800,contains_11_cot_pad_trained_seed1,pad,1,contains_11,0.30701062083244324
trained,pca_explained_variance_sum2,cot_pad,13633,3,800,contains_11_cot_pad_trained_seed1,pad,1,contains_11,0.7522997856140137
trained,kmeans_ari_true_state,cot_pad,13633,3,800,contains_11_cot_pad_trained_seed1,pad,1,contains_11,0.6973561133505431
trained,kmeans_nmi_true_state,cot_pad,13633,3,800,contains_11_cot_pad_trained_seed1,pad,1,contains_11,0.7110000899319022
trained,kmeans_purity_true_state,cot_pad,13633,3,800,contains_11_cot_pad_trained_seed1,pad,1,contains_11,0.8900462113988117
trained,kmeans_silhouette,cot_pad,13633,3,800,contains_11_cot_pad_trained_seed1,pad,1,contains_11,0.5068422555923462
trained,within_state_distance,cot_pad,13633,3,800,contains_11_cot_pad_trained_seed1,pad,1,contains_11,9.667977333068848
trained,between_state_distance,cot_pad,13633,3,800,contains_11_cot_pad_trained_seed1,pad,1,contains_11,17.896940231323242
trained,between_within_ratio,cot_pad,13633,3,800,contains_11_cot_pad_trained_seed1,pad,1,contains_11,1.85115661888321
trained,umap_available_and_plotted,cot_pad,13633,3,800,contains_11_cot_pad_trained_seed1,pad,1,contains_11,1.0
random_init,pca_explained_variance_pc1,cot_pad,13633,3,800,contains_11_cot_pad_random_init_seed1,pad,1,contains_11,0.5769249200820923
random_init,pca_explained_variance_pc2,cot_pad,13633,3,800,contains_11_cot_pad_random_init_seed1,pad,1,contains_11,0.13600057363510132
random_init,pca_explained_variance_sum2,cot_pad,13633,3,800,contains_11_cot_pad_random_init_seed1,pad,1,contains_11,0.7129254937171936
random_init,kmeans_ari_true_state,cot_pad,13633,3,800,contains_11_cot_pad_random_init_seed1,pad,1,contains_11,0.27242746311713956
random_init,kmeans_nmi_true_state,cot_pad,13633,3,800,contains_11_cot_pad_random_init_seed1,pad,1,contains_11,0.3848012805837327
random_init,kmeans_purity_true_state,cot_pad,13633,3,800,contains_11_cot_pad_random_init_seed1,pad,1,contains_11,0.5950267732707402
random_init,kmeans_silhouette,cot_pad,13633,3,800,contains_11_cot_pad_random_init_seed1,pad,1,contains_11,0.3701717257499695
random_init,within_state_distance,cot_pad,13633,3,800,contains_11_cot_pad_random_init_seed1,pad,1,contains_11,12.428680419921875
random_init,between_state_distance,cot_pad,13633,3,800,contains_11_cot_pad_random_init_seed1,pad,1,contains_11,16.48783302307129
random_init,between_within_ratio,cot_pad,13633,3,800,contains_11_cot_pad_random_init_seed1,pad,1,contains_11,1.3265956212570256
random_init,umap_available_and_plotted,cot_pad,13633,3,800,contains_11_cot_pad_random_init_seed1,pad,1,contains_11,1.0
trained,pca_explained_variance_pc1,direct,13941,3,800,contains_11_direct_trained_seed2,none,2,contains_11,0.3782704174518585
trained,pca_explained_variance_pc2,direct,13941,3,800,contains_11_direct_trained_seed2,none,2,contains_11,0.3084299862384796
trained,pca_explained_variance_sum2,direct,13941,3,800,contains_11_direct_trained_seed2,none,2,contains_11,0.6867004036903381
trained,kmeans_ari_true_state,direct,13941,3,800,contains_11_direct_trained_seed2,none,2,contains_11,0.471046103223042
trained,kmeans_nmi_true_state,direct,13941,3,800,contains_11_direct_trained_seed2,none,2,contains_11,0.4718163988289404
trained,kmeans_purity_true_state,direct,13941,3,800,contains_11_direct_trained_seed2,none,2,contains_11,0.7802166272146904
trained,kmeans_silhouette,direct,13941,3,800,contains_11_direct_trained_seed2,none,2,contains_11,0.3602094352245331
trained,within_state_distance,direct,13941,3,800,contains_11_direct_trained_seed2,none,2,contains_11,12.258024215698242
trained,between_state_distance,direct,13941,3,800,contains_11_direct_trained_seed2,none,2,contains_11,16.923959732055664
trained,between_within_ratio,direct,13941,3,800,contains_11_direct_trained_seed2,none,2,contains_11,1.3806433593418743
trained,umap_available_and_plotted,direct,13941,3,800,contains_11_direct_trained_seed2,none,2,contains_11,1.0
random_init,pca_explained_variance_pc1,direct,13941,3,800,contains_11_direct_random_init_seed2,none,2,contains_11,0.6843183040618896
random_init,pca_explained_variance_pc2,direct,13941,3,800,contains_11_direct_random_init_seed2,none,2,contains_11,0.10940337926149368
random_init,pca_explained_variance_sum2,direct,13941,3,800,contains_11_direct_random_init_seed2,none,2,contains_11,0.7937216758728027
random_init,kmeans_ari_true_state,direct,13941,3,800,contains_11_direct_random_init_seed2,none,2,contains_11,0.294039084926873
random_init,kmeans_nmi_true_state,direct,13941,3,800,contains_11_direct_random_init_seed2,none,2,contains_11,0.3923717623701698
