geometry_model,metric,model,n_points,n_states,n_strings,plot_prefix,scratchpad_mode,seed,task,value
random_init,kmeans_purity_true_state,direct,13941,3,800,contains_11_direct_random_init_seed2,none,2,contains_11,0.6024675417832294
random_init,kmeans_silhouette,direct,13941,3,800,contains_11_direct_random_init_seed2,none,2,contains_11,0.4055931866168976
random_init,within_state_distance,direct,13941,3,800,contains_11_direct_random_init_seed2,none,2,contains_11,11.061896324157715
random_init,between_state_distance,direct,13941,3,800,contains_11_direct_random_init_seed2,none,2,contains_11,16.545337677001953
random_init,between_within_ratio,direct,13941,3,800,contains_11_direct_random_init_seed2,none,2,contains_11,1.4957053648088465
random_init,umap_available_and_plotted,direct,13941,3,800,contains_11_direct_random_init_seed2,none,2,contains_11,1.0
trained,pca_explained_variance_pc1,cot_true,13941,3,800,contains_11_cot_true_trained_seed2,true,2,contains_11,0.5221432447433472
trained,pca_explained_variance_pc2,cot_true,13941,3,800,contains_11_cot_true_trained_seed2,true,2,contains_11,0.4272492825984955
trained,pca_explained_variance_sum2,cot_true,13941,3,800,contains_11_cot_true_trained_seed2,true,2,contains_11,0.949392557144165
trained,kmeans_ari_true_state,cot_true,13941,3,800,contains_11_cot_true_trained_seed2,true,2,contains_11,0.9998060150888278
trained,kmeans_nmi_true_state,cot_true,13941,3,800,contains_11_cot_true_trained_seed2,true,2,contains_11,0.9993702423490033
trained,kmeans_purity_true_state,cot_true,13941,3,800,contains_11_cot_true_trained_seed2,true,2,contains_11,0.9999282691342084
trained,kmeans_silhouette,cot_true,13941,3,800,contains_11_cot_true_trained_seed2,true,2,contains_11,0.8164418935775757
trained,within_state_distance,cot_true,13941,3,800,contains_11_cot_true_trained_seed2,true,2,contains_11,3.3613643646240234
trained,between_state_distance,cot_true,13941,3,800,contains_11_cot_true_trained_seed2,true,2,contains_11,19.70714569091797
trained,between_within_ratio,cot_true,13941,3,800,contains_11_cot_true_trained_seed2,true,2,contains_11,5.8628412612216945
trained,umap_available_and_plotted,cot_true,13941,3,800,contains_11_cot_true_trained_seed2,true,2,contains_11,1.0
random_init,pca_explained_variance_pc1,cot_true,13941,3,800,contains_11_cot_true_random_init_seed2,true,2,contains_11,0.6142453551292419
random_init,pca_explained_variance_pc2,cot_true,13941,3,800,contains_11_cot_true_random_init_seed2,true,2,contains_11,0.106524758040905
random_init,pca_explained_variance_sum2,cot_true,13941,3,800,contains_11_cot_true_random_init_seed2,true,2,contains_11,0.7207701206207275
random_init,kmeans_ari_true_state,cot_true,13941,3,800,contains_11_cot_true_random_init_seed2,true,2,contains_11,0.2816184237945044
random_init,kmeans_nmi_true_state,cot_true,13941,3,800,contains_11_cot_true_random_init_seed2,true,2,contains_11,0.3937568092393468
random_init,kmeans_purity_true_state,cot_true,13941,3,800,contains_11_cot_true_random_init_seed2,true,2,contains_11,0.6024675417832294
random_init,kmeans_silhouette,cot_true,13941,3,800,contains_11_cot_true_random_init_seed2,true,2,contains_11,0.3434790074825287
random_init,within_state_distance,cot_true,13941,3,800,contains_11_cot_true_random_init_seed2,true,2,contains_11,11.59572696685791
random_init,between_state_distance,cot_true,13941,3,800,contains_11_cot_true_random_init_seed2,true,2,contains_11,16.710309982299805
random_init,between_within_ratio,cot_true,13941,3,800,contains_11_cot_true_random_init_seed2,true,2,contains_11,1.441074805405477
random_init,umap_available_and_plotted,cot_true,13941,3,800,contains_11_cot_true_random_init_seed2,true,2,contains_11,1.0
trained,pca_explained_variance_pc1,cot_pad,13941,3,800,contains_11_cot_pad_trained_seed2,pad,2,contains_11,0.4716872572898865
trained,pca_explained_variance_pc2,cot_pad,13941,3,800,contains_11_cot_pad_trained_seed2,pad,2,contains_11,0.3302290737628937
trained,pca_explained_variance_sum2,cot_pad,13941,3,800,contains_11_cot_pad_trained_seed2,pad,2,contains_11,0.8019163608551025
trained,kmeans_ari_true_state,cot_pad,13941,3,800,contains_11_cot_pad_trained_seed2,pad,2,contains_11,0.7023242984044612
trained,kmeans_nmi_true_state,cot_pad,13941,3,800,contains_11_cot_pad_trained_seed2,pad,2,contains_11,0.7154326058312178
trained,kmeans_purity_true_state,cot_pad,13941,3,800,contains_11_cot_pad_trained_seed2,pad,2,contains_11,0.8927623556416326
trained,kmeans_silhouette,cot_pad,13941,3,800,contains_11_cot_pad_trained_seed2,pad,2,contains_11,0.5541256666183472
trained,within_state_distance,cot_pad,13941,3,800,contains_11_cot_pad_trained_seed2,pad,2,contains_11,9.009422302246094
trained,between_state_distance,cot_pad,13941,3,800,contains_11_cot_pad_trained_seed2,pad,2,contains_11,18.14984893798828
trained,between_within_ratio,cot_pad,13941,3,800,contains_11_cot_pad_trained_seed2,pad,2,contains_11,2.014540813950239
trained,umap_available_and_plotted,cot_pad,13941,3,800,contains_11_cot_pad_trained_seed2,pad,2,contains_11,1.0
random_init,pca_explained_variance_pc1,cot_pad,13941,3,800,contains_11_cot_pad_random_init_seed2,pad,2,contains_11,0.6261941194534302
random_init,pca_explained_variance_pc2,cot_pad,13941,3,800,contains_11_cot_pad_random_init_seed2,pad,2,contains_11,0.10814031213521957
random_init,pca_explained_variance_sum2,cot_pad,13941,3,800,contains_11_cot_pad_random_init_seed2,pad,2,contains_11,0.734334409236908
random_init,kmeans_ari_true_state,cot_pad,13941,3,800,contains_11_cot_pad_random_init_seed2,pad,2,contains_11,0.27700439505560737
random_init,kmeans_nmi_true_state,cot_pad,13941,3,800,contains_11_cot_pad_random_init_seed2,pad,2,contains_11,0.40985874393014954
random_init,kmeans_purity_true_state,cot_pad,13941,3,800,contains_11_cot_pad_random_init_seed2,pad,2,contains_11,0.6024675417832294
random_init,kmeans_silhouette,cot_pad,13941,3,800,contains_11_cot_pad_random_init_seed2,pad,2,contains_11,0.36673882603645325
random_init,within_state_distance,cot_pad,13941,3,800,contains_11_cot_pad_random_init_seed2,pad,2,contains_11,11.692800521850586
random_init,between_state_distance,cot_pad,13941,3,800,contains_11_cot_pad_random_init_seed2,pad,2,contains_11,16.58042335510254
random_init,between_within_ratio,cot_pad,13941,3,800,contains_11_cot_pad_random_init_seed2,pad,2,contains_11,1.418002755124262
random_init,umap_available_and_plotted,cot_pad,13941,3,800,contains_11_cot_pad_random_init_seed2,pad,2,contains_11,1.0
trained,pca_explained_variance_pc1,direct,13714,3,800,contains_11_direct_trained_seed3,none,3,contains_11,0.4108922481536865
trained,pca_explained_variance_pc2,direct,13714,3,800,contains_11_direct_trained_seed3,none,3,contains_11,0.34446823596954346
trained,pca_explained_variance_sum2,direct,13714,3,800,contains_11_direct_trained_seed3,none,3,contains_11,0.75536048412323
trained,kmeans_ari_true_state,direct,13714,3,800,contains_11_direct_trained_seed3,none,3,contains_11,0.3176044228348702
trained,kmeans_nmi_true_state,direct,13714,3,800,contains_11_direct_trained_seed3,none,3,contains_11,0.4371953001748286
trained,kmeans_purity_true_state,direct,13714,3,800,contains_11_direct_trained_seed3,none,3,contains_11,0.6401487530990229
trained,kmeans_silhouette,direct,13714,3,800,contains_11_direct_trained_seed3,none,3,contains_11,0.3378961682319641
trained,within_state_distance,direct,13714,3,800,contains_11_direct_trained_seed3,none,3,contains_11,11.6357421875
trained,between_state_distance,direct,13714,3,800,contains_11_direct_trained_seed3,none,3,contains_11,16.918027877807617
trained,between_within_ratio,direct,13714,3,800,contains_11_direct_trained_seed3,none,3,contains_11,1.4539706711603022
trained,umap_available_and_plotted,direct,13714,3,800,contains_11_direct_trained_seed3,none,3,contains_11,1.0
random_init,pca_explained_variance_pc1,direct,13714,3,800,contains_11_direct_random_init_seed3,none,3,contains_11,0.6600638628005981
random_init,pca_explained_variance_pc2,direct,13714,3,800,contains_11_direct_random_init_seed3,none,3,contains_11,0.10895709693431854
random_init,pca_explained_variance_sum2,direct,13714,3,800,contains_11_direct_random_init_seed3,none,3,contains_11,0.7690209746360779
random_init,kmeans_ari_true_state,direct,13714,3,800,contains_11_direct_random_init_seed3,none,3,contains_11,0.2639939840840885
random_init,kmeans_nmi_true_state,direct,13714,3,800,contains_11_direct_random_init_seed3,none,3,contains_11,0.37916233292094065
random_init,kmeans_purity_true_state,direct,13714,3,800,contains_11_direct_random_init_seed3,none,3,contains_11,0.5974916144086335
random_init,kmeans_silhouette,direct,13714,3,800,contains_11_direct_random_init_seed3,none,3,contains_11,0.3954571485519409
random_init,within_state_distance,direct,13714,3,800,contains_11_direct_random_init_seed3,none,3,contains_11,11.71194076538086
random_init,between_state_distance,direct,13714,3,800,contains_11_direct_random_init_seed3,none,3,contains_11,16.47909164428711
random_init,between_within_ratio,direct,13714,3,800,contains_11_direct_random_init_seed3,none,3,contains_11,1.407033383655542
random_init,umap_available_and_plotted,direct,13714,3,800,contains_11_direct_random_init_seed3,none,3,contains_11,1.0
trained,pca_explained_variance_pc1,cot_true,13714,3,800,contains_11_cot_true_trained_seed3,true,3,contains_11,0.5450294017791748
trained,pca_explained_variance_pc2,cot_true,13714,3,800,contains_11_cot_true_trained_seed3,true,3,contains_11,0.41070300340652466
trained,pca_explained_variance_sum2,cot_true,13714,3,800,contains_11_cot_true_trained_seed3,true,3,contains_11,0.9557324051856995
trained,kmeans_ari_true_state,cot_true,13714,3,800,contains_11_cot_true_trained_seed3,true,3,contains_11,1.0
trained,kmeans_nmi_true_state,cot_true,13714,3,800,contains_11_cot_true_trained_seed3,true,3,contains_11,1.0
trained,kmeans_purity_true_state,cot_true,13714,3,800,contains_11_cot_true_trained_seed3,true,3,contains_11,1.0
trained,kmeans_silhouette,cot_true,13714,3,800,contains_11_cot_true_trained_seed3,true,3,contains_11,0.8355000019073486
trained,within_state_distance,cot_true,13714,3,800,contains_11_cot_true_trained_seed3,true,3,contains_11,3.0542125701904297
trained,between_state_distance,cot_true,13714,3,800,contains_11_cot_true_trained_seed3,true,3,contains_11,19.79580307006836
trained,between_within_ratio,cot_true,13714,3,800,contains_11_cot_true_trained_seed3,true,3,contains_11,6.481475213375242
trained,umap_available_and_plotted,cot_true,13714,3,800,contains_11_cot_true_trained_seed3,true,3,contains_11,1.0
random_init,pca_explained_variance_pc1,cot_true,13714,3,800,contains_11_cot_true_random_init_seed3,true,3,contains_11,0.5786488652229309
random_init,pca_explained_variance_pc2,cot_true,13714,3,800,contains_11_cot_true_random_init_seed3,true,3,contains_11,0.1269448697566986
random_init,pca_explained_variance_sum2,cot_true,13714,3,800,contains_11_cot_true_random_init_seed3,true,3,contains_11,0.7055937051773071
random_init,kmeans_ari_true_state,cot_true,13714,3,800,contains_11_cot_true_random_init_seed3,true,3,contains_11,0.2676348697029463
random_init,kmeans_nmi_true_state,cot_true,13714,3,800,contains_11_cot_true_random_init_seed3,true,3,contains_11,0.39430963079155146
random_init,kmeans_purity_true_state,cot_true,13714,3,800,contains_11_cot_true_random_init_seed3,true,3,contains_11,0.5974916144086335
random_init,kmeans_silhouette,cot_true,13714,3,800,contains_11_cot_true_random_init_seed3,true,3,contains_11,0.3346771001815796
random_init,within_state_distance,cot_true,13714,3,800,contains_11_cot_true_random_init_seed3,true,3,contains_11,12.092913627624512
random_init,between_state_distance,cot_true,13714,3,800,contains_11_cot_true_random_init_seed3,true,3,contains_11,16.670000076293945
random_init,between_within_ratio,cot_true,13714,3,800,contains_11_cot_true_random_init_seed3,true,3,contains_11,1.3784932721435919
random_init,umap_available_and_plotted,cot_true,13714,3,800,contains_11_cot_true_random_init_seed3,true,3,contains_11,1.0
trained,pca_explained_variance_pc1,cot_pad,13714,3,800,contains_11_cot_pad_trained_seed3,pad,3,contains_11,0.4744758605957031
trained,pca_explained_variance_pc2,cot_pad,13714,3,800,contains_11_cot_pad_trained_seed3,pad,3,contains_11,0.3048643171787262
trained,pca_explained_variance_sum2,cot_pad,13714,3,800,contains_11_cot_pad_trained_seed3,pad,3,contains_11,0.7793401479721069
trained,kmeans_ari_true_state,cot_pad,13714,3,800,contains_11_cot_pad_trained_seed3,pad,3,contains_11,0.6817517670894072
trained,kmeans_nmi_true_state,cot_pad,13714,3,800,contains_11_cot_pad_trained_seed3,pad,3,contains_11,0.6999565528098672
trained,kmeans_purity_true_state,cot_pad,13714,3,800,contains_11_cot_pad_trained_seed3,pad,3,contains_11,0.8835496572845267
trained,kmeans_silhouette,cot_pad,13714,3,800,contains_11_cot_pad_trained_seed3,pad,3,contains_11,0.5235803723335266
trained,within_state_distance,cot_pad,13714,3,800,contains_11_cot_pad_trained_seed3,pad,3,contains_11,9.175333976745605
trained,between_state_distance,cot_pad,13714,3,800,contains_11_cot_pad_trained_seed3,pad,3,contains_11,18.04458999633789
trained,between_within_ratio,cot_pad,13714,3,800,contains_11_cot_pad_trained_seed3,pad,3,contains_11,1.9666412189540938
trained,umap_available_and_plotted,cot_pad,13714,3,800,contains_11_cot_pad_trained_seed3,pad,3,contains_11,1.0
random_init,pca_explained_variance_pc1,cot_pad,13714,3,800,contains_11_cot_pad_random_init_seed3,pad,3,contains_11,0.6034187078475952
random_init,pca_explained_variance_pc2,cot_pad,13714,3,800,contains_11_cot_pad_random_init_seed3,pad,3,contains_11,0.11564914137125015
random_init,pca_explained_variance_sum2,cot_pad,13714,3,800,contains_11_cot_pad_random_init_seed3,pad,3,contains_11,0.7190678715705872
random_init,kmeans_ari_true_state,cot_pad,13714,3,800,contains_11_cot_pad_random_init_seed3,pad,3,contains_11,0.26171148758812557
random_init,kmeans_nmi_true_state,cot_pad,13714,3,800,contains_11_cot_pad_random_init_seed3,pad,3,contains_11,0.3855315884940748
random_init,kmeans_purity_true_state,cot_pad,13714,3,800,contains_11_cot_pad_random_init_seed3,pad,3,contains_11,0.5974916144086335
random_init,kmeans_silhouette,cot_pad,13714,3,800,contains_11_cot_pad_random_init_seed3,pad,3,contains_11,0.3571826219558716
random_init,within_state_distance,cot_pad,13714,3,800,contains_11_cot_pad_random_init_seed3,pad,3,contains_11,12.158156394958496
random_init,between_state_distance,cot_pad,13714,3,800,contains_11_cot_pad_random_init_seed3,pad,3,contains_11,16.4997501373291
random_init,between_within_ratio,cot_pad,13714,3,800,contains_11_cot_pad_random_init_seed3,pad,3,contains_11,1.357093098767087
random_init,umap_available_and_plotted,cot_pad,13714,3,800,contains_11_cot_pad_random_init_seed3,pad,3,contains_11,1.0
trained,pca_explained_variance_pc1,direct,13621,3,800,contains_11_direct_trained_seed4,none,4,contains_11,0.4427902102470398
trained,pca_explained_variance_pc2,direct,13621,3,800,contains_11_direct_trained_seed4,none,4,contains_11,0.2848203182220459
trained,pca_explained_variance_sum2,direct,13621,3,800,contains_11_direct_trained_seed4,none,4,contains_11,0.7276105284690857
trained,kmeans_ari_true_state,direct,13621,3,800,contains_11_direct_trained_seed4,none,4,contains_11,0.4606346814638361
trained,kmeans_nmi_true_state,direct,13621,3,800,contains_11_direct_trained_seed4,none,4,contains_11,0.4833322123368646
trained,kmeans_purity_true_state,direct,13621,3,800,contains_11_direct_trained_seed4,none,4,contains_11,0.7746127303428529
trained,kmeans_silhouette,direct,13621,3,800,contains_11_direct_trained_seed4,none,4,contains_11,0.4192754626274109
trained,within_state_distance,direct,13621,3,800,contains_11_direct_trained_seed4,none,4,contains_11,11.666492462158203
trained,between_state_distance,direct,13621,3,800,contains_11_direct_trained_seed4,none,4,contains_11,16.897781372070312
trained,between_within_ratio,direct,13621,3,800,contains_11_direct_trained_seed4,none,4,contains_11,1.448402887747151
trained,umap_available_and_plotted,direct,13621,3,800,contains_11_direct_trained_seed4,none,4,contains_11,1.0
random_init,pca_explained_variance_pc1,direct,13621,3,800,contains_11_direct_random_init_seed4,none,4,contains_11,0.6788960695266724
random_init,pca_explained_variance_pc2,direct,13621,3,800,contains_11_direct_random_init_seed4,none,4,contains_11,0.12043603509664536
random_init,pca_explained_variance_sum2,direct,13621,3,800,contains_11_direct_random_init_seed4,none,4,contains_11,0.7993320822715759
random_init,kmeans_ari_true_state,direct,13621,3,800,contains_11_direct_random_init_seed4,none,4,contains_11,0.27897224704213147
random_init,kmeans_nmi_true_state,direct,13621,3,800,contains_11_direct_random_init_seed4,none,4,contains_11,0.39462766133894045
random_init,kmeans_purity_true_state,direct,13621,3,800,contains_11_direct_random_init_seed4,none,4,contains_11,0.5951839072021143
random_init,kmeans_silhouette,direct,13621,3,800,contains_11_direct_random_init_seed4,none,4,contains_11,0.4352687895298004
random_init,within_state_distance,direct,13621,3,800,contains_11_direct_random_init_seed4,none,4,contains_11,11.277034759521484
random_init,between_state_distance,direct,13621,3,800,contains_11_direct_random_init_seed4,none,4,contains_11,16.528364181518555
random_init,between_within_ratio,direct,13621,3,800,contains_11_direct_random_init_seed4,none,4,contains_11,1.4656658008048828
random_init,umap_available_and_plotted,direct,13621,3,800,contains_11_direct_random_init_seed4,none,4,contains_11,1.0
trained,pca_explained_variance_pc1,cot_true,13621,3,800,contains_11_cot_true_trained_seed4,true,4,contains_11,0.5662658214569092
trained,pca_explained_variance_pc2,cot_true,13621,3,800,contains_11_cot_true_trained_seed4,true,4,contains_11,0.39525890350341797
trained,pca_explained_variance_sum2,cot_true,13621,3,800,contains_11_cot_true_trained_seed4,true,4,contains_11,0.9615247249603271
trained,kmeans_ari_true_state,cot_true,13621,3,800,contains_11_cot_true_trained_seed4,true,4,contains_11,0.9989978834196122
trained,kmeans_nmi_true_state,cot_true,13621,3,800,contains_11_cot_true_trained_seed4,true,4,contains_11,0.9973405159023052
trained,kmeans_purity_true_state,cot_true,13621,3,800,contains_11_cot_true_trained_seed4,true,4,contains_11,0.9996329197562587
trained,kmeans_silhouette,cot_true,13621,3,800,contains_11_cot_true_trained_seed4,true,4,contains_11,0.8268308639526367
trained,within_state_distance,cot_true,13621,3,800,contains_11_cot_true_trained_seed4,true,4,contains_11,3.0389935970306396
trained,between_state_distance,cot_true,13621,3,800,contains_11_cot_true_trained_seed4,true,4,contains_11,19.71758270263672
trained,between_within_ratio,cot_true,13621,3,800,contains_11_cot_true_trained_seed4,true,4,contains_11,6.488194881984124
trained,umap_available_and_plotted,cot_true,13621,3,800,contains_11_cot_true_trained_seed4,true,4,contains_11,1.0
random_init,pca_explained_variance_pc1,cot_true,13621,3,800,contains_11_cot_true_random_init_seed4,true,4,contains_11,0.5996298789978027
random_init,pca_explained_variance_pc2,cot_true,13621,3,800,contains_11_cot_true_random_init_seed4,true,4,contains_11,0.11490479111671448
random_init,pca_explained_variance_sum2,cot_true,13621,3,800,contains_11_cot_true_random_init_seed4,true,4,contains_11,0.7145346403121948
random_init,kmeans_ari_true_state,cot_true,13621,3,800,contains_11_cot_true_random_init_seed4,true,4,contains_11,0.27897224704213147
random_init,kmeans_nmi_true_state,cot_true,13621,3,800,contains_11_cot_true_random_init_seed4,true,4,contains_11,0.3946276613389404
random_init,kmeans_purity_true_state,cot_true,13621,3,800,contains_11_cot_true_random_init_seed4,true,4,contains_11,0.5951839072021143
random_init,kmeans_silhouette,cot_true,13621,3,800,contains_11_cot_true_random_init_seed4,true,4,contains_11,0.36915314197540283
random_init,within_state_distance,cot_true,13621,3,800,contains_11_cot_true_random_init_seed4,true,4,contains_11,11.79300308227539
random_init,between_state_distance,cot_true,13621,3,800,contains_11_cot_true_random_init_seed4,true,4,contains_11,16.744047164916992
random_init,between_within_ratio,cot_true,13621,3,800,contains_11_cot_true_random_init_seed4,true,4,contains_11,1.4198289484111901
random_init,umap_available_and_plotted,cot_true,13621,3,800,contains_11_cot_true_random_init_seed4,true,4,contains_11,1.0
trained,pca_explained_variance_pc1,cot_pad,13621,3,800,contains_11_cot_pad_trained_seed4,pad,4,contains_11,0.458719402551651
trained,pca_explained_variance_pc2,cot_pad,13621,3,800,contains_11_cot_pad_trained_seed4,pad,4,contains_11,0.33355891704559326
trained,pca_explained_variance_sum2,cot_pad,13621,3,800,contains_11_cot_pad_trained_seed4,pad,4,contains_11,0.7922782897949219
trained,kmeans_ari_true_state,cot_pad,13621,3,800,contains_11_cot_pad_trained_seed4,pad,4,contains_11,0.6745158990689316
trained,kmeans_nmi_true_state,cot_pad,13621,3,800,contains_11_cot_pad_trained_seed4,pad,4,contains_11,0.6960139918487458
trained,kmeans_purity_true_state,cot_pad,13621,3,800,contains_11_cot_pad_trained_seed4,pad,4,contains_11,0.8806989207840834
trained,kmeans_silhouette,cot_pad,13621,3,800,contains_11_cot_pad_trained_seed4,pad,4,contains_11,0.5564229488372803
trained,within_state_distance,cot_pad,13621,3,800,contains_11_cot_pad_trained_seed4,pad,4,contains_11,8.830559730529785
trained,between_state_distance,cot_pad,13621,3,800,contains_11_cot_pad_trained_seed4,pad,4,contains_11,18.007349014282227
trained,between_within_ratio,cot_pad,13621,3,800,contains_11_cot_pad_trained_seed4,pad,4,contains_11,2.039208109540966
trained,umap_available_and_plotted,cot_pad,13621,3,800,contains_11_cot_pad_trained_seed4,pad,4,contains_11,1.0
random_init,pca_explained_variance_pc1,cot_pad,13621,3,800,contains_11_cot_pad_random_init_seed4,pad,4,contains_11,0.6204633116722107
random_init,pca_explained_variance_pc2,cot_pad,13621,3,800,contains_11_cot_pad_random_init_seed4,pad,4,contains_11,0.13232621550559998
random_init,pca_explained_variance_sum2,cot_pad,13621,3,800,contains_11_cot_pad_random_init_seed4,pad,4,contains_11,0.7527894973754883
random_init,kmeans_ari_true_state,cot_pad,13621,3,800,contains_11_cot_pad_random_init_seed4,pad,4,contains_11,0.27897224704213147
random_init,kmeans_nmi_true_state,cot_pad,13621,3,800,contains_11_cot_pad_random_init_seed4,pad,4,contains_11,0.39462766133894045
random_init,kmeans_purity_true_state,cot_pad,13621,3,800,contains_11_cot_pad_random_init_seed4,pad,4,contains_11,0.5951839072021143
random_init,kmeans_silhouette,cot_pad,13621,3,800,contains_11_cot_pad_random_init_seed4,pad,4,contains_11,0.40114691853523254
random_init,within_state_distance,cot_pad,13621,3,800,contains_11_cot_pad_random_init_seed4,pad,4,contains_11,11.812372207641602
random_init,between_state_distance,cot_pad,13621,3,800,contains_11_cot_pad_random_init_seed4,pad,4,contains_11,16.514280319213867
random_init,between_within_ratio,cot_pad,13621,3,800,contains_11_cot_pad_random_init_seed4,pad,4,contains_11,1.3980494373967094
random_init,umap_available_and_plotted,cot_pad,13621,3,800,contains_11_cot_pad_random_init_seed4,pad,4,contains_11,1.0
trained,pca_explained_variance_pc1,direct,13615,3,800,mod3_direct_trained_seed0,none,0,mod3,0.42683660984039307
trained,pca_explained_variance_pc2,direct,13615,3,800,mod3_direct_trained_seed0,none,0,mod3,0.19970004260540009
trained,pca_explained_variance_sum2,direct,13615,3,800,mod3_direct_trained_seed0,none,0,mod3,0.6265366673469543
trained,kmeans_ari_true_state,direct,13615,3,800,mod3_direct_trained_seed0,none,0,mod3,-0.00010055267619075977
trained,kmeans_nmi_true_state,direct,13615,3,800,mod3_direct_trained_seed0,none,0,mod3,0.00041759210936331473
trained,kmeans_purity_true_state,direct,13615,3,800,mod3_direct_trained_seed0,none,0,mod3,0.3506426735218509
trained,kmeans_silhouette,direct,13615,3,800,mod3_direct_trained_seed0,none,0,mod3,0.4704553484916687
trained,within_state_distance,direct,13615,3,800,mod3_direct_trained_seed0,none,0,mod3,14.330314636230469
trained,between_state_distance,direct,13615,3,800,mod3_direct_trained_seed0,none,0,mod3,14.331548690795898
trained,between_within_ratio,direct,13615,3,800,mod3_direct_trained_seed0,none,0,mod3,1.0000861149665417
trained,umap_available_and_plotted,direct,13615,3,800,mod3_direct_trained_seed0,none,0,mod3,1.0
random_init,pca_explained_variance_pc1,direct,13615,3,800,mod3_direct_random_init_seed0,none,0,mod3,0.6696533560752869
random_init,pca_explained_variance_pc2,direct,13615,3,800,mod3_direct_random_init_seed0,none,0,mod3,0.10382836312055588
random_init,pca_explained_variance_sum2,direct,13615,3,800,mod3_direct_random_init_seed0,none,0,mod3,0.7734817266464233
random_init,kmeans_ari_true_state,direct,13615,3,800,mod3_direct_random_init_seed0,none,0,mod3,0.005712379490600739
random_init,kmeans_nmi_true_state,direct,13615,3,800,mod3_direct_random_init_seed0,none,0,mod3,0.0062587057852192575
random_init,kmeans_purity_true_state,direct,13615,3,800,mod3_direct_random_init_seed0,none,0,mod3,0.37517443995593097
random_init,kmeans_silhouette,direct,13615,3,800,mod3_direct_random_init_seed0,none,0,mod3,0.42936939001083374
random_init,within_state_distance,direct,13615,3,800,mod3_direct_random_init_seed0,none,0,mod3,14.703487396240234
random_init,between_state_distance,direct,13615,3,800,mod3_direct_random_init_seed0,none,0,mod3,14.80830192565918
random_init,between_within_ratio,direct,13615,3,800,mod3_direct_random_init_seed0,none,0,mod3,1.007128548934979
random_init,umap_available_and_plotted,direct,13615,3,800,mod3_direct_random_init_seed0,none,0,mod3,1.0
trained,pca_explained_variance_pc1,cot_true,13615,3,800,mod3_cot_true_trained_seed0,true,0,mod3,0.45382368564605713
trained,pca_explained_variance_pc2,cot_true,13615,3,800,mod3_cot_true_trained_seed0,true,0,mod3,0.3833894431591034
trained,pca_explained_variance_sum2,cot_true,13615,3,800,mod3_cot_true_trained_seed0,true,0,mod3,0.8372131586074829
trained,kmeans_ari_true_state,cot_true,13615,3,800,mod3_cot_true_trained_seed0,true,0,mod3,1.0
trained,kmeans_nmi_true_state,cot_true,13615,3,800,mod3_cot_true_trained_seed0,true,0,mod3,1.0
trained,kmeans_purity_true_state,cot_true,13615,3,800,mod3_cot_true_trained_seed0,true,0,mod3,1.0
trained,kmeans_silhouette,cot_true,13615,3,800,mod3_cot_true_trained_seed0,true,0,mod3,0.6443879008293152
trained,within_state_distance,cot_true,13615,3,800,mod3_cot_true_trained_seed0,true,0,mod3,6.460908889770508
trained,between_state_distance,cot_true,13615,3,800,mod3_cot_true_trained_seed0,true,0,mod3,18.998523712158203
trained,between_within_ratio,cot_true,13615,3,800,mod3_cot_true_trained_seed0,true,0,mod3,2.940534224563726
trained,umap_available_and_plotted,cot_true,13615,3,800,mod3_cot_true_trained_seed0,true,0,mod3,1.0
random_init,pca_explained_variance_pc1,cot_true,13615,3,800,mod3_cot_true_random_init_seed0,true,0,mod3,0.589094340801239
random_init,pca_explained_variance_pc2,cot_true,13615,3,800,mod3_cot_true_random_init_seed0,true,0,mod3,0.11654826253652573
random_init,pca_explained_variance_sum2,cot_true,13615,3,800,mod3_cot_true_random_init_seed0,true,0,mod3,0.705642580986023
random_init,kmeans_ari_true_state,cot_true,13615,3,800,mod3_cot_true_random_init_seed0,true,0,mod3,0.00569263644673183
random_init,kmeans_nmi_true_state,cot_true,13615,3,800,mod3_cot_true_random_init_seed0,true,0,mod3,0.006196106041799046
random_init,kmeans_purity_true_state,cot_true,13615,3,800,mod3_cot_true_random_init_seed0,true,0,mod3,0.37502754315093645
random_init,kmeans_silhouette,cot_true,13615,3,800,mod3_cot_true_random_init_seed0,true,0,mod3,0.3917173445224762
random_init,within_state_distance,cot_true,13615,3,800,mod3_cot_true_random_init_seed0,true,0,mod3,14.903915405273438
random_init,between_state_distance,cot_true,13615,3,800,mod3_cot_true_random_init_seed0,true,0,mod3,15.0847806930542
random_init,between_within_ratio,cot_true,13615,3,800,mod3_cot_true_random_init_seed0,true,0,mod3,1.0121354209858684
random_init,umap_available_and_plotted,cot_true,13615,3,800,mod3_cot_true_random_init_seed0,true,0,mod3,1.0
trained,pca_explained_variance_pc1,cot_pad,13615,3,800,mod3_cot_pad_trained_seed0,pad,0,mod3,0.311465859413147
trained,pca_explained_variance_pc2,cot_pad,13615,3,800,mod3_cot_pad_trained_seed0,pad,0,mod3,0.2629787027835846
trained,pca_explained_variance_sum2,cot_pad,13615,3,800,mod3_cot_pad_trained_seed0,pad,0,mod3,0.5744445323944092
trained,kmeans_ari_true_state,cot_pad,13615,3,800,mod3_cot_pad_trained_seed0,pad,0,mod3,0.1363867275450579
trained,kmeans_nmi_true_state,cot_pad,13615,3,800,mod3_cot_pad_trained_seed0,pad,0,mod3,0.3445803788332107
